subunit,facts_id,uom,date_plann,date_accom,date_compl,nbr_units_,nbr_units1,activity,method,equipment
000,7304021B00,ACRES,2021-12-15,,,16.2,0,Burning of Piled Material,Fire,Drip torch
000,F283000030,ACRES,2012-09-30,2013-05-28,2014-09-29,2,2,Compacting/Crushing of Fuels,Mechanical,Masticator
003,2303301000,ACRES,2007-06-15,2010-09-20,2011-11-03,6.1,6.1,Commercial Thin,Tractor Logging,Tractor  logging
001,0050034000,ACRES,2010-11-01,2010-11-06,2010-11-06,60,60,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,Drip torch
000,0230100BM7,ACRES,2010-08-26,2010-09-21,2010-10-21,9,9,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0230100BM7,ACRES,2012-10-11,,,9,0,Burning of Piled Material,Prescribed Burn,Drip torch
003,13S4500000,ACRES,2010-10-01,2010-10-23,2010-10-23,1,1,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190G21029,ACRES,2010-10-01,2010-10-30,2010-10-30,0.2,0.2,Burning of Piled Material,Prescribed Burn,Drip torch
001,ROAD1S12H0,ACRES,2011-08-24,2011-08-24,2011-08-24,0.2,0.2,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,020502F005,ACRES,2014-01-01,2014-07-01,2014-07-01,13,13,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,020502F005,ACRES,2015-01-01,2015-05-01,2015-05-01,13,13,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
001,0030176000,ACRES,2010-09-15,2010-09-15,2011-11-02,1.6,1.6,Chipping of Fuels,Mechanical,Chipper
000,5001011000,ACRES,2007-06-15,2007-10-30,2007-10-30,5,5,Tree Release and Weed,Mechanical,Masticator
001,1190940000,ACRES,2010-07-01,2010-10-15,2010-10-15,5,5,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
002,0231327000,ACRES,2015-01-22,2015-01-22,2015-01-22,8,8,Burning of Piled Material,Prescribed Burn,Drip torch
000,4500315000,ACRES,2016-10-01,,,2,0,Site Preparation for Planting - Burning,Prescribed Burn,Drip torch
000,0190H15011,ACRES,2011-05-05,2011-08-01,2011-08-01,0.2,0.2,Burning of Piled Material,Prescribed Burn,Drip torch
000,4500315000,ACRES,2016-02-01,,,2,0,Slashing - Pre-Site Preparation,Manual,Chain Saw
000,1190940000,ACRES,2010-07-01,2010-10-15,2010-10-15,40,40,Rearrangement of Fuels,Manual,Chain Saw
000,NFP0654008,ACRES,2006-09-26,2006-09-26,2006-09-26,965,965,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,NA
000,0190E19002,ACRES,2009-04-05,2010-07-23,2010-07-23,1.3,1.3,Precommercial Thin,Manual,Chain Saw
000,FTSALGSB01,ACRES,2006-04-25,2006-04-26,2006-04-26,2.3,2.3,Thinning for Hazardous Fuels Reduction,Mechanical,NA
000,FTSALGSB01,ACRES,2006-03-01,2006-04-26,2006-04-26,2.3,2.3,"Piling of Fuels, Hand or Machine",Manual,NA
000,FTSALGSB01,ACRES,2006-03-01,2006-04-26,2006-04-26,2.3,2.3,Chipping of Fuels,Mechanical,Chipper
000,0190F23027,ACRES,2013-04-01,2013-09-09,2013-09-09,1.2,1.2,Chipping of Fuels,Chipping,Chipper
000,0190F23027,ACRES,2013-04-01,2013-09-09,2013-09-09,1.2,1.2,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,01900H4002,ACRES,2013-04-01,2014-04-01,2014-06-05,0.4,0.4,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,6010092000,ACRES,2014-06-06,2014-06-06,2014-07-01,2,2,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,2170107000,ACRES,2013-11-07,2013-11-07,2013-11-07,0.9,0.9,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190F20218,ACRES,2009-04-05,2009-09-24,2009-09-24,0.3,0.3,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,019F201010,ACRES,2011-01-03,2011-08-08,2011-08-08,0.5,0.5,Burning of Piled Material,Prescribed Burn,Drip torch
000,6010092000,ACRES,2014-10-15,,,2,0,Burning of Piled Material,Fire,Drip torch
000,213900T000,ACRES,2006-05-24,2007-06-04,2007-06-04,6,6,Burning of Piled Material,Prescribed Burn,Drip torch
000,8504007000,ACRES,2008-10-10,2008-10-10,2008-10-10,15,15,Thinning for Hazardous Fuels Reduction,Hand piling,Chain Saw
000,8504007000,ACRES,2007-07-15,2007-09-19,2008-11-14,24,24,Precommercial Thin,Mechanical,Feller Buncher
003,KELLFR000F,ACRES,2012-05-03,2012-05-03,2012-08-24,37,37,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
003,KELLFR000F,ACRES,2012-05-03,2012-05-03,2012-08-24,37.3,37.3,Pruning to Raise Canopy Height and Discourage Crown Fire,Power Hand,Chain Saw
000,WFUKR08003,ACRES,2008-05-28,2008-06-18,2008-07-11,5568,5568,Wildland Fire Use,Prescribed Burn,NA
003,KELLFR000F,ACRES,2012-05-03,2012-05-03,2012-08-24,37,37,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
003,KELLFR000F,ACRES,2012-05-03,2012-05-03,2012-08-24,37.3,37.3,Pruning to Raise Canopy Height and Discourage Crown Fire,Power Hand,Chain Saw
000,0231323000,ACRES,2004-07-30,2004-09-30,2004-09-30,250,250,Precommercial Thin,Manual,Chain Saw
001,5200200021,ACRES,2009-10-26,2010-05-03,2010-05-03,17,17,Precommercial Thin,Manual,Chain Saw
000,6180122000,ACRES,2004-04-16,2004-08-16,2004-08-16,58.2,58.2,"Piling of Fuels, Hand or Machine",Not Applicable,NA
001,F025414001,ACRES,2013-10-01,2014-02-18,2014-02-18,110,110,Compacting/Crushing of Fuels,Mechanical,Masticator
000,3190150000,ACRES,2004-10-01,2004-11-30,2004-11-30,460,460,Burning of Piled Material,Prescribed Burn,NA
008,2500226000,ACRES,2007-08-22,2007-08-22,2007-10-23,7.6,7.6,"Piling of Fuels, Hand or Machine",Manual,Hand Work
001,7350016000,ACRES,2009-10-01,2010-06-01,2010-06-01,17,17,"Piling of Fuels, Hand or Machine",Mechanical,Mower
000,SKNOB2004F,ACRES,2007-06-04,2007-09-11,2007-11-08,3.4,3.4,Fuel Break,Cut trees and brush,Chain Saw
001,0840010000,ACRES,2007-10-01,2007-10-31,2007-10-31,1620,1620,Wildfire - Fuels Benefit,Wildfire,NA
000,080301F001,ACRES,2014-01-01,2014-06-01,2014-06-01,34,34,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
001,2160343000,ACRES,2009-04-01,2009-07-23,2009-07-23,13,13,"Piling of Fuels, Hand or Machine",Manual,Hand Work
001,2160343000,ACRES,2009-04-01,2009-07-23,2009-07-23,13,13,Tree Release and Weed,Manual,Chain Saw
001,2160343000,ACRES,2013-12-03,2013-12-13,2013-12-13,13,13,Burning of Piled Material,Prescribed Burn,Drip torch
001,2160343000,ACRES,2012-01-02,2013-12-03,2013-12-03,13,13,Burning of Piled Material,Fire,Drip torch
001,2100501000,ACRES,2012-10-10,,,9.2,0,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,T453000006,ACRES,2011-07-18,2011-07-18,,87,87,"Piling of Fuels, Hand or Machine",Mechanical pile,Grapple Piler
000,T453000006,ACRES,2010-11-17,2010-11-17,2010-11-17,87,87,Burning of Piled Material,Prescribed Burn,Drip torch
10D,FTSALHWK01,ACRES,2004-10-01,2005-01-31,2005-01-31,19,19,Thinning for Hazardous Fuels Reduction,Mechanical,Chain Saw
001,1220120000,ACRES,2013-01-01,2013-04-08,2013-04-08,47,47,Burning of Piled Material,Fire,Drip torch
000,T452000037,ACRES,2014-10-01,2014-11-18,2014-11-18,64,64,Burning of Piled Material,Prescribed Burn,Drip torch
000,T452000037,ACRES,2014-02-20,2014-05-13,2014-09-08,64,64,Site Preparation for Planting - Manual,Manual,Chain Saw
000,4050942000,ACRES,2009-10-01,2009-11-15,2009-11-15,675,675,Thinning for Hazardous Fuels Reduction,Mechanical,Excavator
005,FTMADRDFB5,ACRES,2007-10-01,2008-01-27,2008-01-27,66,66,Burning of Piled Material,Prescribed Burn,Drip torch
003,0140201000,ACRES,2007-12-01,2007-12-01,2007-12-01,30,30,"Piling of Fuels, Hand or Machine",Mechanical,Dozer
003,0140201000,ACRES,2007-12-03,2007-12-03,2007-12-03,30,30,Burning of Piled Material,Fire,Drip torch
000,1660928000,ACRES,2009-06-01,2009-07-01,,26.4,26.4,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,1660928000,ACRES,2009-06-01,2009-07-01,,26.4,26.4,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,0060030002,ACRES,2008-10-01,2008-10-06,2010-08-31,38.6,38.6,Yarding - Removal of Fuels by Carrying or Dragging,Tractor Logging,Ground Base Skidder *
000,0060030002,ACRES,2008-10-01,2008-10-06,2010-08-31,38.6,38.6,Rearrangement of Fuels,Mechanical,Tractor (non-harvest)
000,T012000404,ACRES,2004-01-21,2005-01-31,2005-01-31,70.5,1,Permanent Land Clearing,Mechanical,NA
001,0372908000,ACRES,2015-04-14,2015-04-14,2015-07-20,4,4,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
001,0372908000,ACRES,2015-04-14,2015-04-14,2015-07-20,4,4,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Chain Saw
000,NFP0354001,ACRES,2003-09-18,2003-09-18,2003-09-18,1931,1931,Rearrangement of Fuels,Mechanical,NA
000,0190H17245,ACRES,2014-10-01,2015-03-30,2015-03-30,0.3,0.3,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,0190H17245,ACRES,2014-10-01,2015-03-30,2015-03-30,0.3,0.3,Chipping of Fuels,Chipping,Chipper
002,MSTRANS02F,ACRES,2012-11-15,2012-12-12,2012-12-12,10.5,10.5,Burning of Piled Material,Fire,Drip torch
000,030401F005,ACRES,2014-01-01,2014-07-01,2014-07-01,20,20,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
002,MSTRANS02F,ACRES,2012-08-01,2012-09-24,2012-09-29,10.5,10.5,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,200750F000,ACRES,2007-10-25,2007-11-15,2007-11-15,17,17,Wildfire - Fuels Benefit,Wildfire,NA
000,T452000010,ACRES,2009-11-19,2009-11-19,2009-11-19,48,48,Burning of Piled Material,Prescribed Burn,Drip torch
000,T452000010,ACRES,2009-06-30,2009-06-30,2010-10-04,48,48,Site Preparation for Planting - Mechanical,Mechanical pile,Grapple Piler
000,1160089000,ACRES,2011-09-15,2011-09-15,2013-10-30,10.2,10.2,"Piling of Fuels, Hand or Machine",Mechanical,Grapple Piler
000,1160089000,ACRES,2014-10-01,2014-11-25,2014-11-25,10.2,10.2,Burning of Piled Material,Fire,Drip torch
000,1160089000,ACRES,2011-09-01,2011-09-15,2013-06-05,10.2,10.2,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,1020007000,ACRES,2010-07-01,2010-07-08,2010-08-19,22,22,Precommercial Thin,Mechanical,Excavator
000,0002010006,ACRES,2010-01-01,2010-04-01,2010-04-01,175,175,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,24S23A0000,ACRES,2014-09-01,2014-09-10,2014-09-10,9,9,Chipping of Fuels,Mechanical,Chipper
000,1360913000,ACRES,2009-09-15,2009-09-25,2010-08-06,88,88,Precommercial Thin,Mechanical,Masticator
000,560587F000,ACRES,2009-05-15,2010-03-01,2010-03-01,37,37,Rearrangement of Fuels,Manual,Chain Saw
000,7490051000,ACRES,2011-10-27,2011-10-27,2011-10-27,53,53,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,2190104000,ACRES,2005-11-20,2005-11-20,2005-11-20,14,0.3,Burning of Piled Material,Prescribed Burn,Drip torch
000,2190104000,ACRES,2006-02-22,2006-02-22,2006-02-22,14,11,Burning of Piled Material,Prescribed Burn,Drip torch
000,1704047000,ACRES,2010-07-06,2010-09-07,2010-09-22,2,2,"Piling of Fuels, Hand or Machine",Mechanical,Excavator
000,AR5478___F,ACRES,2009-04-03,2009-05-13,2009-05-13,2,2,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Hand saw
000,6904316000,ACRES,2017-12-30,,,5.6,0,Burning of Piled Material,Fire,Drip torch
001,0373003000,ACRES,2015-01-05,2015-01-05,2015-01-05,8,8,Thinning for Hazardous Fuels Reduction,Fire,Chain Saw
000,1254083D00,ACRES,2011-04-01,2011-11-02,2011-11-02,13,13,Broadcast Burning - Covers a majority of the unit,Fire,Drip torch
007,330340F000,ACRES,2014-01-01,2014-07-11,2014-07-11,33.3,33.3,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Chain Saw
007,330340F000,ACRES,2014-01-01,2014-07-11,2014-07-11,33.3,33.3,Compacting/Crushing of Fuels,Mechanical,Masticator
001,ROAD1S6600,ACRES,2012-08-14,2012-08-14,2012-08-14,3.8,3.8,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,0300190000,ACRES,2010-09-07,2010-09-07,2011-11-03,3,2.2,Precommercial Thin,Mechanical,Shredder
000,7300010000,ACRES,2009-10-01,2010-08-30,2011-08-10,374,374,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,Low ground pressure machinery (non-harvest)
000,010105F001,ACRES,2008-02-01,2008-02-15,2008-02-15,25,25,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,010105F001,ACRES,2008-01-01,2008-03-15,2008-03-15,25,25,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,4020313000,ACRES,2012-01-01,,,15,0,Thinning for Hazardous Fuels Reduction,Mechanical,Excavator
000,4020313000,ACRES,2012-01-24,,,15,0,Burning of Piled Material,Prescribed Burn,Drip torch
000,4020313000,ACRES,1998-12-11,,,15,0,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,1360915000,ACRES,2005-05-26,2005-05-26,2005-05-26,34,34,Rearrangement of Fuels,Mechanical,Masticator
000,2160308000,ACRES,2008-09-01,2008-09-15,2008-09-15,0.2,0.2,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,2160308000,ACRES,2008-09-01,2008-09-15,2008-09-15,0.2,0.2,Tree Release and Weed,Manual,Chain Saw
002,0190I15056,ACRES,2007-07-07,2008-07-15,2008-07-15,1.9,1.9,Precommercial Thin,Manual,Chain Saw
000,8551022000,ACRES,2009-11-15,2009-12-01,2009-12-01,42,42,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,8551022000,ACRES,2009-11-15,2009-12-01,2009-12-01,42,42,Wildlife Habitat Prescribed fire,Fire,Drip torch
000,3040078000,ACRES,2007-09-03,2008-09-11,2010-07-12,93.5,93.5,Rearrangement of Fuels,Mechanical,Slash Buster
000,3040078000,ACRES,2015-10-31,,,93.5,0,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,3250020074,ACRES,2008-04-11,2008-09-22,2009-10-13,14.3,14.3,Compacting/Crushing of Fuels,Mechanical,Grapple Piler
000,3250008094,ACRES,2008-04-11,2008-09-22,2009-10-13,10.7,10.7,Compacting/Crushing of Fuels,Mechanical,Grapple Piler
000,2160329000,ACRES,2008-09-01,2008-09-15,2008-09-15,0.7,0.7,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,2160329000,ACRES,2009-10-01,2009-12-08,2009-12-08,0.7,0.7,Burning of Piled Material,Prescribed Burn,Drip torch
000,3250021072,ACRES,2008-04-11,2008-09-22,2009-10-13,10,10,Compacting/Crushing of Fuels,Mechanical,Grapple Piler
000,0203403000,ACRES,2008-09-20,2008-09-20,2008-11-15,16,16,Site Preparation for Planting - Manual,Manual,Hand saw
000,F443000001,ACRES,2007-05-05,2007-05-15,2007-05-15,85,85,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,F443000001,ACRES,2010-08-13,2010-08-13,,91,91,Compacting/Crushing of Fuels,Mechanical,Masticator
000,2160308000,ACRES,2008-09-01,2008-09-15,2008-09-15,0.2,0.2,Precommercial Thin,Cut trees and brush,Chain Saw
000,0190G18005,ACRES,2008-05-02,2008-07-02,2008-07-02,0.2,0.2,Chipping of Fuels,Chipping,Chipper
000,1360916000,ACRES,2005-06-04,2005-06-04,2005-06-04,30,30,Rearrangement of Fuels,Mechanical,Masticator
000,2190070000,ACRES,2005-09-15,2005-09-15,2005-10-21,13,13,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,0190D14011,ACRES,2007-05-15,2008-09-15,2008-09-15,0.8,0.8,Precommercial Thin,Manual,Chain Saw
000,0190D14011,ACRES,2007-05-15,2008-09-15,2008-09-15,0.8,0.8,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190D13051,ACRES,2011-01-03,2011-08-08,2011-08-08,0.3,0.3,Burning of Piled Material,Prescribed Burn,Drip torch
000,0179020007,ACRES,2012-03-12,2012-09-28,2012-09-28,1.7,1.7,"Piling of Fuels, Hand or Machine",Hand piling,Chain Saw
002,0140201000,ACRES,2007-12-01,2007-12-01,2007-12-01,35,35,"Piling of Fuels, Hand or Machine",Mechanical,Dozer
002,0140201000,ACRES,2007-12-03,2007-12-03,2007-12-03,35,35,Burning of Piled Material,Manual,Propane torch
000,0190H21002,ACRES,2014-01-01,2014-03-24,2014-10-10,2,2,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
007,1114073D00,ACRES,2013-01-01,2013-04-04,2013-04-04,23.9,23.9,Burning of Piled Material,Fire,Drip torch
000,2302807000,ACRES,2010-09-20,2010-09-20,2011-11-07,74.3,74.3,Compacting/Crushing of Fuels,Mechanical,Shredder
000,GARMAS001F,ACRES,2005-02-14,2005-02-14,2005-09-01,162,162,Compacting/Crushing of Fuels,Mechanical,Shredder
003,PVT1200000,ACRES,2012-01-31,2012-01-31,,1177.4,1177.4,Chipping of Fuels,Mechanical,Tree Shear
003,PVT1200000,ACRES,2012-01-31,2012-01-31,,1177.4,1177.4,Thinning for Hazardous Fuels Reduction,Mechanical,Tree Shear
000,4120080000,ACRES,2013-10-01,2014-06-01,2014-09-30,3.2,3.2,Chipping of Fuels,Mechanical,Chipper
000,F007000012,ACRES,2011-10-03,2011-10-03,2011-10-03,99.3,99.3,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,1501003000,ACRES,2013-07-15,2013-07-29,,1,1,"Piling of Fuels, Hand or Machine",Manual,Hand Work
002,0030331000,ACRES,2010-05-01,2011-09-15,2011-11-03,7,7,Control of Understory Vegetation,Mechanical,Masticator
002,0030331000,ACRES,2010-05-01,2011-09-15,2011-11-03,7,7,Precommercial Thin,Mechanical,Masticator
002,560685F000,ACRES,2006-01-01,2008-09-09,2008-09-09,25,25,Thinning for Hazardous Fuels Reduction,Mechanical,Chain Saw
002,560685F000,ACRES,2006-01-01,2008-09-09,2008-09-09,25,25,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,WFU0752001,ACRES,2007-08-28,2007-09-25,2007-09-25,5.2,5.2,Wildland Fire Use,Wildfire,NA
000,0190I16055,ACRES,2006-05-15,2008-07-25,2008-07-25,1,1,Burning of Piled Material,Prescribed Burn,Drip torch
000,1260201000,ACRES,2010-10-15,2012-01-19,2012-01-19,14.4,14.4,Burning of Piled Material,Fire,Drip torch
000,7060124000,ACRES,2013-11-08,2013-11-08,2013-11-08,40,0.3,Burning of Piled Material,Fire,Drip torch
000,7060124000,ACRES,2012-08-02,2012-08-02,,21,21,Commercial Thin,Tractor Logging,Feller Buncher
000,7480121000,ACRES,2007-11-01,2007-12-01,2007-12-01,4,4,Burning of Piled Material,Prescribed Burn,Drip torch
000,7480121000,ACRES,2007-01-01,2007-09-04,2008-04-21,15,4,Compacting/Crushing of Fuels,Mechanical,Masticator
000,019D131019,ACRES,2007-05-15,2008-09-24,2008-09-24,1.5,1.5,Precommercial Thin,Manual,Chain Saw
000,019D131019,ACRES,2007-05-15,2008-09-24,2008-09-24,1.5,1.5,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190D51001,ACRES,2008-05-15,2008-07-02,2008-07-02,0.7,0.7,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190D51001,ACRES,2007-05-15,2008-07-02,2008-07-02,0.7,0.7,Precommercial Thin,Manual,Chain Saw
000,4620700000,ACRES,2004-10-26,2004-10-26,2004-10-26,52,52,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,NA
003,560685F000,ACRES,2006-01-01,2006-10-26,2006-10-26,67,67,Wildfire - Fuels Benefit,Wildfire,NA
003,560685F000,ACRES,2006-01-01,2007-05-30,2007-05-30,36,36,Yarding - Removal of Fuels by Carrying or Dragging,Wildfire,NA
001,1254071000,ACRES,2012-10-15,,,6.6,0,Burning of Piled Material,Fire,Drip torch
000,EXP0000016,ACRES,2012-08-11,,,13.3,0,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,Drip torch
000,1260201000,ACRES,2008-10-15,2009-09-15,2009-12-07,14.4,14.4,Thinning for Hazardous Fuels Reduction,Mechanical,Excavator
000,0179020007,ACRES,2012-03-12,2012-09-28,2012-09-28,1.7,1.7,Precommercial Thin,Manual,Chain Saw
000,0190E41002,ACRES,2007-07-07,2008-06-15,2008-06-15,0.5,0.5,Precommercial Thin,Manual,Chain Saw
001,1254071000,ACRES,2012-06-15,2012-09-15,2012-09-15,6.6,6.6,"Piling of Fuels, Hand or Machine",Mechanical,Excavator
000,6254115000,ACRES,2008-07-01,2008-09-26,2008-11-30,1.8,1.8,Wildlife Habitat Regeneration cut,Tractor Logging,Feller Buncher
000,5CENBF001F,ACRES,2012-08-02,2012-08-02,,8.5,8.5,Rearrangement of Fuels,Manual,Hand Work
001,ROAD1S55Y0,ACRES,2012-06-12,2012-06-21,2012-06-21,5.9,5.9,Burning of Piled Material,Prescribed Burn,Drip torch
002,2160803000,ACRES,2009-06-10,2009-07-02,2009-08-03,60.9,60.9,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
002,2160803000,ACRES,2009-06-10,2009-07-02,2009-08-03,60.9,60.9,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,4120021001,ACRES,2004-02-13,2006-09-18,2006-09-18,19,19,Commercial Thin,Tractor Logging,Feller Buncher
000,0190D14011,ACRES,2011-10-01,2011-12-31,2011-12-31,0.8,0.8,Burning of Piled Material,Prescribed Burn,Drip torch
001,4190353000,ACRES,2015-08-28,,,47,0,Slashing - Pre-Site Preparation,Manual,Chain Saw
001,4190353000,ACRES,2016-10-01,,,47,0,Site Preparation for Planting - Burning,Prescribed Burn,Drip torch
000,019F211049,ACRES,2009-05-05,2009-09-24,2009-09-24,0.5,0.5,Precommercial Thin,Manual,NA
000,019F211049,ACRES,2009-05-05,2009-09-24,2009-09-24,0.5,0.5,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,F012000119,ACRES,2011-07-26,2011-07-26,2011-07-26,31.1,31.1,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
001,0140018000,ACRES,2012-02-28,2012-03-09,2012-03-09,220,220,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,Helitorch
000,01900F4038,ACRES,2009-05-05,2010-09-15,2010-10-10,0.4,0.4,Precommercial Thin,Manual,Chain Saw
000,01900F4038,ACRES,2009-05-05,2010-09-15,2010-10-10,0.4,0.4,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0140442000,ACRES,2010-07-15,2010-12-15,2011-10-15,13,13,Stand Clearcut (w/ leave trees) (EA/RH/FH),Tractor Logging,Feller Buncher
000,3501204000,ACRES,2010-03-27,2010-03-27,2010-08-26,8,8,Thinning for Hazardous Fuels Reduction,Manual,Hand Work
000,0190E31001,ACRES,2013-04-01,2013-09-01,2013-09-01,0.8,0.8,Chipping of Fuels,Chipping,Chipper
002,0140016000,ACRES,2008-03-03,2008-03-03,2008-03-03,49,49,Burning of Piled Material,Prescribed Burn,Drip torch
000,3206817000,ACRES,2004-08-01,2004-08-27,2004-08-27,50,48,"Piling of Fuels, Hand or Machine",Manual,NA
000,2063601000,ACRES,2011-10-03,2011-12-30,2011-12-30,17,17,Precommercial Thin,Manual,NA
000,2063601000,ACRES,2011-10-03,2011-12-30,2011-12-30,17,17,Tree Release and Weed,Mechanical,NA
000,4022003000,ACRES,2001-10-01,2002-09-30,2002-09-30,200,200,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,NA
000,019F231007,ACRES,2012-04-01,2013-06-01,2013-06-01,2.2,2.2,Chipping of Fuels,Chipping,Chipper
000,6130116000,ACRES,2001-07-31,2003-07-31,2003-07-31,66.1,66.1,Control of Understory Vegetation,Manual,Chain Saw
000,01900B9003,ACRES,2010-10-01,2010-10-30,2010-10-30,0.5,0.5,Burning of Piled Material,Prescribed Burn,Drip torch
